"","difRt","difBT","difBD","Rprom","BTprom","BDprom"
"Rlast_2002_2008",0.663626578944376,0.369818359409477,0.0828964838384764,75389.4285714286,1456722.85714286,748868.571428571
"Rlast_2009_2017",-0.369580480428221,-2.28121462924499,-3.69855944320667,18515.8888888889,279774.444444444,146170.333333333
"Rlast_historico",0.413141519930833,-0.178069126735085,-0.692627734873263,43211.44,779241.2,405753.72
